USE_YM,USE_HM,FDRCT_VLD_KWH
20231031,2400,5502098.728
20231101,0100,7050346.742000001
20231101,0200,4760034.947
20231101,0300,4491177.736
20231101,0400,4361597.388
20231101,0500,6443042.172
20231101,0600,4893843.302
20231101,0700,9260059.01
20231101,0800,8181950.336
20231101,0900,9029401.249
20231101,1000,7684245.359
20231101,1100,8068743.373
20231101,1200,9948356.598
20231101,1300,8050083.6049999995
20231101,1400,8130386.231
20231101,1500,9924500.073
20231101,1600,8071824.83
20231101,1700,7991690.933
20231101,1800,8140698.058
20231101,1900,11726975.266
20231101,2000,7507461.5200000005
20231101,2100,7189958.567
20231101,2200,6595114.569
20231101,2300,6228752.638
20231101,2400,5608367.704
20231102,0100,5348233.05
20231102,0200,4786606.224
20231102,0300,4535380.768
20231102,0400,4466643.964
20231102,0500,6434234.178
20231102,0600,6839813.863
20231102,0700,7398678.746
20231102,0800,6546401.077
20231102,0900,7175634.655
20231102,1000,7770005.149
20231102,1100,8152791.951
20231102,1200,8111034.227
20231102,1300,10108726.495
20231102,1400,8304491.877
20231102,1500,10352772.377
20231102,1600,8298468.949
20231102,1700,6896650.917
20231102,1800,8210218.521
20231102,1900,7930699.879
20231102,2000,7526851.903
20231102,2100,7123259.974
20231102,2200,6671105.074
20231102,2300,6124978.342
20231102,2400,7778345.278
20231103,0100,5207791.522
20231103,0200,4773973.003
20231103,0300,4579915.351
20231103,0400,4566378.614
20231103,0500,4503788.668
20231103,0600,4905486.033
20231103,0700,5468244.561
20231103,0800,6302944.8
20231103,0900,7176802.326
20231103,1000,7847835.198
20231103,1100,8093473.901000001
20231103,1200,8116924.729
20231103,1300,8253764.225
20231103,1400,8234598.141
20231103,1500,8273495.526
20231103,1600,8127876.498
20231103,1700,8116454.141
20231103,1800,8436478.673
20231103,1900,7892647.542
20231103,2000,7647817.24
20231103,2100,7119539.097
20231103,2200,6730483.779
20231103,2300,6243129.876
20231103,2400,5650510.803
20231104,0100,6181853.1620000005
20231104,0200,5674617.84
20231104,0300,5499268.66
20231104,0400,5054117.706
20231104,0500,5169476.932
20231104,0600,5347723.214
20231104,0700,5876125.626
20231104,0800,6243575.562
20231104,0900,6596306.54
20231104,1000,7349227.496
20231104,1100,7599447.942
20231104,1200,7708801.634
20231104,1300,7806104.728
20231104,1400,7606910.222
20231104,1500,7554610.908
20231104,1600,7778968.4459999995
20231104,1700,7479773.94
20231104,1800,7925568.892
20231104,1900,8025902.778
20231104,2000,7585261.638
20231104,2100,7477707.822
20231104,2200,6991002.742
20231104,2300,6786041.544
20231104,2400,8093937.468
20231105,0100,4970658.9799999995
20231105,0200,4621744.592
20231105,0300,4471649.133
20231105,0400,4358042.357
20231105,0500,4259549.367
20231105,0600,4524814.658
20231105,0700,4665735.796
20231105,0800,4914820.584
20231105,0900,5339190.129
20231105,1000,5750028.285
20231105,1100,6096611.032
20231105,1200,8168784.215
20231105,1300,6218529.402
20231105,1400,6261176.849
20231105,1500,6469986.367
20231105,1600,6263703.0709999995
20231105,1700,6430478.75
20231105,1800,6695494.142
20231105,1900,6907163.414
20231105,2000,6663433.646
20231105,2100,6551794.882
20231105,2200,6102848.629
20231105,2300,5830954.169
20231105,2400,7275432.134
20231106,0100,4886574.806
20231106,0200,4578200.216
20231106,0300,4446002.732
20231106,0400,4247867.658
20231106,0500,4428584.538
20231106,0600,4738665.793
20231106,0700,5468073.861
20231106,0800,6253343.664
20231106,0900,7209148.572
20231106,1000,7749945.19
20231106,1100,7915857.6790000005
20231106,1200,7898247.201
20231106,1300,8083116.933
20231106,1400,7984278.721
20231106,1500,7926027.062
20231106,1600,7987403.473
20231106,1700,7863479.635
20231106,1800,8016161.769
20231106,1900,7686993.373
20231106,2000,7435060.881
20231106,2100,6995957.856
20231106,2200,6542501.932
20231106,2300,6006089.176
20231106,2400,5493989.291
20231107,0100,5000819.285
20231107,0200,4612496.142
20231107,0300,4432172.257
20231107,0400,4396521.67
20231107,0500,4458701.749
20231107,0600,4785189.991
20231107,0700,5418384.007
20231107,0800,6303924.623
20231107,0900,7423792.823
20231107,1000,7790885.38
20231107,1100,7884382.282
20231107,1200,8075875.658
20231107,1300,8164230.916
20231107,1400,7907918.817
20231107,1500,9088165.156
20231107,1600,7278256.715
20231107,1700,7903655.184
20231107,1800,8180074.029
20231107,1900,7919825.138
20231107,2000,7437922.3549999995
20231107,2100,7015965.188
20231107,2200,6727592.5540000005
20231107,2300,6052091.866
20231107,2400,5635388.036
20231108,0100,5069683.317
20231108,0200,4761688.156
20231108,0300,4557999.108
20231108,0400,4381081.033
20231108,0500,6682903.601
20231108,0600,4752737.291
20231108,0700,5503362.307
20231108,0800,6379761.908
20231108,0900,7490763.865
20231108,1000,7998725.217
20231108,1100,8382770.333
20231108,1200,8190806.296
20231108,1300,8049072.353
20231108,1400,8027638.333
20231108,1500,7999950.096
20231108,1600,8055961.773
20231108,1700,7802759.286
20231108,1800,7945848.542
20231108,1900,7838265.6559999995
20231108,2000,7467948.032
20231108,2100,6973813.245
20231108,2200,6638892.972
20231108,2300,5967132.689
20231108,2400,5431937.394
20231109,0100,5024100.591
20231109,0200,4602512.705
20231109,0300,4493925.948
20231109,0400,4402620.922
20231109,0500,4450633.145
20231109,0600,4741724.751
20231109,0700,5348247.367
20231109,0800,6461683.269
20231109,0900,7340484.124
20231109,1000,7871493.85
20231109,1100,7995424.889
20231109,1200,8239918.178
20231109,1300,7892289.122
20231109,1400,9961056.777
20231109,1500,7505318.121
20231109,1600,7731835.46
20231109,1700,7823019.346
20231109,1800,7900542.8040000005
20231109,1900,7790838.481
20231109,2000,7584926.535
20231109,2100,7017491.768
20231109,2200,6601032.835
20231109,2300,6196496.054
20231109,2400,5553841.327
20231114,0100,5476317.666
20231114,0200,4961479.029
20231114,0300,4747586.709
20231114,0400,4620346.201
20231114,0500,4715798.43
20231114,0600,5727949.876
20231114,0700,5920884.893
20231114,0800,7196733.077
20231114,0900,8816449.484
20231114,1000,9677320.535
20231114,1100,9875249.709
20231114,1200,9801656.523
20231114,1300,9326694.175999999
20231114,1400,9229212.56
20231114,1500,9240472.718
20231114,1600,8830357.417
20231114,1700,8935025.333
20231114,1800,8835018.224
20231114,1900,8502231.932
20231114,2000,8161241.449
20231114,2100,7548321.268
20231114,2200,6951204.784
20231114,2300,6381572.985
20231114,2400,5945864.636
20231115,0100,5336667.677
20231115,0200,4872196.55
20231115,0300,4749712.3610000005
20231115,0400,4676019.483
20231115,0500,6653046.925
20231115,0600,5050804.931
20231115,0700,5896965.285
20231115,0800,7076829.357
20231115,0900,8534070.641
20231115,1000,9199386.344
20231115,1100,9385114.237
20231115,1200,9388375.171
20231115,1300,8948834.582
20231115,1400,8874036.917
20231115,1500,8715683.517
20231115,1600,8722970.597
20231115,1700,8660667.007
20231115,1800,8757942.344
20231115,1900,8420868.616
20231115,2000,7864700.273
20231115,2100,7433005.767
20231115,2200,6912915.842
20231115,2300,6442259.55
20231115,2400,5715941.578
20231116,0100,5245251.745
20231116,0200,4904165.868
20231116,0300,4663667.654
20231116,0400,4593175.982
20231116,0500,4568899.108
20231116,0600,5113968.278
20231116,0700,5899251.154
20231116,0800,6704787.765
20231116,0900,7827399.319
20231116,1000,8827757.038
20231116,1100,9255883.622
20231116,1200,9403072.399
20231116,1300,9358054.269
20231116,1400,9327755.353
20231116,1500,9284916.675
20231116,1600,9038264.664
20231116,1700,9027317.484
20231116,1800,9019362.794
20231116,1900,8464980.029
20231116,2000,7948979.586
20231116,2100,7397806.696
20231116,2200,6868818.109
20231116,2300,6404883.932
20231116,2400,5817265.143
20231117,0100,7253785.19
20231117,0200,4879289.645
20231117,0300,4745632.643
20231117,0400,4620008.704
20231117,0500,4719709.677
20231117,0600,5049279.412
20231117,0700,5743380.669
20231117,0800,7022490.658
20231117,0900,8207692.082
20231117,1000,9198836.601
20231117,1100,9573431.11
20231117,1200,9622222.265
20231117,1300,9712553.676
20231117,1400,9569865.157
20231117,1500,9600037.077
20231117,1600,9186445.831
20231117,1700,9119723.861
20231117,1800,9546498.461
20231117,1900,8672146.736
20231117,2000,8205596.042
20231117,2100,7640339.771
20231117,2200,7081201.48
20231117,2300,6721980.535
20231117,2400,5951020.285
20231118,0100,6423946.0879999995
20231118,0200,5947241.38
20231118,0300,5910765.498
20231118,0400,5467378.032
20231118,0500,5472075.024
20231118,0600,5756491.25
20231118,0700,6343439.674
20231118,0800,6717743.052
20231118,0900,7529947.004
20231118,1000,8484177.068
20231118,1100,9033762.046
20231118,1200,9054632.942
20231118,1300,8881520.088
20231118,1400,8804323.306
20231118,1500,8460835.734
20231118,1600,8272425.272
20231118,1700,8337295.742
20231118,1800,8734557.692
20231118,1900,8464227.464
20231118,2000,8402723.352
20231118,2100,7990094.586
20231118,2200,7492748.718
20231118,2300,7057498.222
20231118,2400,6519797.218
20231119,0100,5287265.674
20231119,0200,4968473.094
20231119,0300,4730747.604
20231119,0400,4589904.38
20231119,0500,4617740.224
20231119,0600,4700899.866
20231119,0700,4914545.438
20231119,0800,5300598.076
20231119,0900,5761790.701
20231119,1000,40550945.849999994
20231119,1100,6605594.119
20231119,1200,6808946.138
20231119,1300,6695568.492
20231119,1400,6516579.769
20231119,1500,6571809.176
20231119,1600,6371385.667
20231119,1700,6596237.874
20231119,1800,6811363.542
20231119,1900,6902113.357
20231119,2000,7058911.579
20231119,2100,6619312.677
20231119,2200,6283594.855
20231119,2300,5870496.192
20231119,2400,5579075.204
20231120,0100,5024215.433
20231120,0200,4763265.489
20231120,0300,4521205.37
20231120,0400,4587512.527
20231120,0500,4610167.259
20231120,0600,5079730.97
20231120,0700,5773050.2870000005
20231120,0800,7106106.283
20231120,0900,8603448.709
20231120,1000,9562518.053
20231120,1100,10083767.77
20231120,1200,9739507.219
20231120,1300,9397531.808
20231120,1400,9331800.932
20231120,1500,9165913.338
20231120,1600,8906638.596
20231120,1700,8911649.153
20231120,1800,43206519.579
20231120,1900,8503474.799
20231120,2000,8105265.903
20231120,2100,7580955.78
20231120,2200,7035837.029
20231120,2300,6365491.4350000005
20231120,2400,5841975.616
20231121,0100,7482442.962
20231121,0200,7000918.5879999995
20231121,0300,6587520.807
20231121,0400,6455124.952
20231121,0500,9560017.697
20231121,0600,7181621.738
20231121,0700,8344311.08
20231121,0800,10078294.116
20231121,0900,11916766.427
20231121,1000,13314375.513
20231121,1100,13680785.261
20231121,1200,13399870.084
20231121,1300,12878288.307
20231121,1400,12846353.226
20231121,1500,12395825.385
20231121,1600,10863831.886
20231121,1700,11938782.036
20231121,1800,12398136.441
20231121,1900,11849904.816
20231121,2000,11351331.631000001
20231121,2100,10670465.192
20231121,2200,52678905.036
20231121,2300,8947939.529
20231121,2400,8196958.965
20231122,0100,5266253.969
20231122,0200,4851105.306
20231122,0300,4673482.192
20231122,0400,4529082.48
20231122,0500,4616173.738
20231122,0600,5008748.479
20231122,0700,5746671.969
20231122,0800,6926964.272
20231122,0900,8367905.481
20231122,1000,9171799.691
20231122,1100,9349366.661
20231122,1200,9186793.303
20231122,1300,8898534.808
20231122,1400,8812495.662
20231122,1500,8880756.729
20231122,1600,8452055.178
20231122,1700,8697811.2
20231122,1800,8494942.791
20231122,1900,8142259.123
20231122,2000,7806255.608
20231122,2100,7462144.527
20231122,2200,10607005.728
20231122,2300,6160671.574
20231122,2400,5606061.886
20231123,0100,7339076.147
20231123,0200,6743258.125
20231123,0300,6476074.928
20231123,0400,6389431.631
20231123,0500,9325942.926
20231123,0600,52635518.778
20231123,0700,8154626.3270000005
20231123,0800,9437298.475
20231123,0900,11158458.605
20231123,1000,11984468.374
20231123,1100,12253792.299
20231123,1200,12278626.629
20231123,1300,11994024.139
20231123,1400,11923385.319
20231123,1500,11813793.81
20231123,1600,11798402.456
20231123,1700,11794725.323
20231123,1800,12076095.722000001
20231123,1900,11572838.512
20231123,2000,11299533.504999999
20231123,2100,16340608.631
20231123,2200,6048639.554
20231123,2300,9108547.794
20231123,2400,8336628.634
20231124,0100,7650351.694
20231124,0200,7200433.191
20231124,0300,6782048.052
20231124,0400,6644585.776
20231124,0500,12826883.254
20231124,0600,7515097.421
20231124,0700,8536318.33
20231124,0800,10433882.38
20231124,0900,12584083.928
20231124,1000,13975893.448
20231124,1100,14444644.187
20231124,1200,14699936.108
20231124,1300,14118947.333
20231124,1400,56882929.786
20231124,1500,13642968.477
20231124,1600,13524138.201
20231124,1700,13484444.546
20231124,1800,13779300.258
20231124,1900,12825665.114
20231124,2000,12164181.219
20231124,2100,11205719.098
20231124,2200,10351791.621
20231124,2300,9419640.407
20231124,2400,8801370.759
20231125,0100,6707874.274
20231125,0200,6004556.602
20231125,0300,5707234.452
20231125,0400,5688329.638
20231125,0500,5622183.748
20231125,0600,5441979.23
20231125,0700,6356259.454
20231125,0800,7001748.138
20231125,0900,7972608.352
20231125,1000,8859045.82
20231125,1100,9371881.068
20231125,1200,9379295.294
20231125,1300,9199185.18
20231125,1400,8897649.63
20231125,1500,8892721.426
20231125,1600,8535624.512
20231125,1700,8606098.33
20231125,1800,8763682.872
20231125,1900,8815218.488
20231125,2000,8633375.174
20231125,2100,8132570.5
20231125,2200,7664077.356
20231125,2300,7135907.676
20231125,2400,6785317.904
20231126,0100,5404706.0879999995
20231126,0200,4976129.032
20231126,0300,4789644.192
20231126,0400,4601007.367
20231126,0500,8544561.302
20231126,0600,4773809.426
20231126,0700,5195881.403
20231126,0800,5470661.2700000005
20231126,0900,5988794.614
20231126,1000,6457193.536
20231126,1100,6781696.057
20231126,1200,8964141.528
20231126,1300,6986197.283
20231126,1400,6895333.152
20231126,1500,6810919.369
20231126,1600,6917710.406
20231126,1700,6790613.423
20231126,1800,7188992.747
20231126,1900,7230879.17
20231126,2000,7055360.947
20231126,2100,6924302.345
20231126,2200,6378120.942
20231126,2300,5957792.22
20231126,2400,5501414.666
20231127,0100,7298087.313
20231127,0200,6785663.176
20231127,0300,6592046.6790000005
20231127,0400,6348392.999
20231127,0500,55310930.995000005
20231127,0600,7133828.194
20231127,0700,8266395.449
20231127,0800,10019569.803
20231127,0900,12218329.222
20231127,1000,13812168.632
20231127,1100,14670145.241
20231127,1200,14647101.907
20231127,1300,14455821.489
20231127,1400,14168396.101
20231127,1500,13836182.136
20231127,1600,13402641.068
20231127,1700,13223356.787
20231127,1800,13195396.948
20231127,1900,12879381.869
20231127,2000,11797279.125
20231127,2100,10869940.774
20231127,2200,10035586.225
20231127,2300,9430161.427
20231127,2400,8331726.814
20231128,0100,7693194.757
20231128,0200,7121967.507
20231128,0300,6783345.523
20231128,0400,6791645.127
20231128,0500,9736895.958
20231128,0600,7524026.784
20231128,0700,8684966.035
20231128,0800,10381653.007
20231128,0900,12550358.081
20231128,1000,14321473.03
20231128,1100,14938295.785
20231128,1200,14729827.715
20231128,1300,14383880.67
20231128,1400,14390089.891
20231128,1500,14293906.518
20231128,1600,13970069.368
20231128,1700,13995245.699000001
20231128,1800,14023546.406
20231128,1900,13206742.281
20231128,2000,12308890.46
20231128,2100,11536443.497
20231128,2200,10497923.911
20231128,2300,9425577.537
20231128,2400,8715716.773
20231129,0100,5622481.175
20231129,0200,5181838.611
20231129,0300,5185457.52
20231129,0400,4845998.123
20231129,0500,5073035.011
20231129,0600,5378470.188
20231129,0700,6178429.985
20231129,0800,7798354.476
20231129,0900,9225963.829
20231129,1000,10447070.749
20231129,1100,10741090.507
20231129,1200,10704199.465
20231129,1300,10511961.896
20231129,1400,10536530.123
20231129,1500,10345413.598
20231129,1600,10298939.091
20231129,1700,10151542.144
20231129,1800,10321090.422
20231129,1900,9498203.574
20231129,2000,9009387.359
20231129,2100,8356153.942
20231129,2200,7767521.523
20231129,2300,6959474.917
20231129,2400,6393211.969
20231130,0100,10596015.251
20231130,0200,9359075.841
20231130,0300,9234065.786
20231130,0400,9010565.5395
20231130,0500,9051847.772
20231130,0600,9834376.4545
20231130,0700,11605848.5785
20231130,0800,13830483.816
20231130,0900,16850093.786
20231130,1000,19213842.6075
20231130,1100,19787041.137
20231130,1200,20164034.9085
20231130,1300,19203305.8685
20231130,1400,19191756.75
20231130,1500,17585719.5535
20231130,1600,18465826.065
20231130,1700,18128831.3955
20231130,1800,23635583.9555
20231130,1900,16905092.7175
20231130,2000,21694576.915
20231130,2100,14787832.281
20231130,2200,13538604.951
20231130,2300,12169306.2795
20231130,2400,11530953.9195
20231201,0100,9122208.4515
20231201,0200,8473223.8185
20231201,0300,8134401.507
20231201,0400,7979759.4615
20231201,0500,8287364.775
20231201,0600,8590910.622
20231201,0700,10020547.1595
20231201,0800,12105594.2595
20231201,0900,14821995.45
20231201,1000,16504621.917
20231201,1100,17485195.524
20231201,1200,17108850.084
20231201,1300,17063763.3075
20231201,1400,16416927.381000001
20231201,1500,16133876.6685
20231201,1600,15854620.14
20231201,1700,15904290.873
20231201,1800,15637801.923
20231201,1900,14426265.171
20231201,2000,13710453.327
20231201,2100,12460165.812
20231201,2200,11684432.5605
20231201,2300,10567428.45
20231201,2400,9690190.941
20231202,0100,10186249.425
20231202,0200,9462656.163
20231202,0300,8972539.611
20231202,0400,9074000.586
20231202,0500,8839575.174
20231202,0600,9289353.63
20231202,0700,9943602.402
20231202,0800,10895899.329
20231202,0900,12261913.656
20231202,1000,13561025.445
20231202,1100,14462437.377
20231202,1200,14961599.388
20231202,1300,14336597.415
20231202,1400,14074665.816
20231202,1500,13627432.143
20231202,1600,13172390.397
20231202,1700,13145084.469
20231202,1800,13442569.017
20231202,1900,13630731.117
20231202,2000,13087812.897
20231202,2100,12441512.796
20231202,2200,11610570.747
20231202,2300,10758518.508
20231202,2400,10077423.399
20231203,0100,8191022.979
20231203,0200,7689083.883
20231203,0300,6589076.6475
20231203,0400,7431244.131
20231203,0500,7224031.9395
20231203,0600,7723144.5075
20231203,0700,7929761.889
20231203,0800,8603733.111
20231203,0900,9483366.0645
20231203,1000,10026569.9625
20231203,1100,10928838.315
20231203,1200,10934013.996
20231203,1300,10938479.898
20231203,1400,10961561.535
20231203,1500,10694128.995
20231203,1600,10434217.863
20231203,1700,10880292.567
20231203,1800,11188434.8685
20231203,1900,11414114.199000001
20231203,2000,11567638.479
20231203,2100,10801417.092
20231203,2200,10298231.0715
20231203,2300,9563806.077
20231203,2400,8932646.487
20231204,0100,8069034.7815
20231204,0200,7666808.319
20231204,0300,7313570.301
20231204,0400,7255942.6485
20231204,0500,7640004.3525
20231204,0600,8008377.972
20231204,0700,12418390.5735
20231204,0800,11696074.4505
20231204,0900,14306835.48
20231204,1000,16264801.8495
20231204,1100,16683347.166
20231204,1200,16459980.453
20231204,1300,16180410.516
20231204,1400,15547021.71
20231204,1500,15220673.208
20231204,1600,15077697.885
20231204,1700,14283960.8625
20231204,1800,14901726.6885
20231204,1900,12956521.077
20231204,2000,11046464.1345
20231204,2100,9020655.741
20231204,2200,8111173.365
20231204,2300,6833960.9459999995
20231204,2400,6144938.208
20231205,0100,7753998.5385
20231205,0200,7164781.014
20231205,0300,7220428.113
20231205,0400,7140949.893
20231205,0500,7123896.9075
20231205,0600,7997276.5455
20231205,0700,7237460.3235
20231205,0800,10604543.988
20231205,0900,13297562.001
20231205,1000,14805373.000500001
20231205,1100,12332589.4425
20231205,1200,15408731.8305
20231205,1300,14783416.7625
20231205,1400,14883470.8605
20231205,1500,14259334.2
20231205,1600,13350188.6265
20231205,1700,16979379.675
20231205,1800,14224187.6415
20231205,1900,13220662.0935
20231205,2000,12461900.0625
20231205,2100,11740228.713
20231205,2200,10974204.0015
20231205,2300,9955049.787
20231205,2400,9180809.13
20231206,0100,8399048.1435
20231206,0200,7829048.457
20231206,0300,7273931.676
20231206,0400,7256331.204
20231206,0500,7207529.7045
20231206,0600,8052141.948
20231206,0700,9012080.889
20231206,0800,11184231.5055
20231206,0900,13004484.915000001
20231206,1000,14869510.848
20231206,1100,15102014.4945
20231206,1200,15213318.5475
20231206,1300,14952340.5345
20231206,1400,15041280.1545
20231206,1500,14808217.578
20231206,1600,14280311.847
20231206,1700,14015270.931
20231206,1800,14200174.125
20231206,1900,12788152.6965
20231206,2000,11956048.194
20231206,2100,11072857.9125
20231206,2200,7924861.0755
20231206,2300,9713580.633
20231206,2400,8679669.246
20231207,0100,8257902.7485
20231207,0200,7584349.2855
20231207,0300,7388446.9635
20231207,0400,7189394.6025
20231207,0500,7794558.048
20231207,0600,7880798.907
20231207,0700,9142859.784
20231207,0800,11002831.4085
20231207,0900,13162020.399
20231207,1000,14735707.3185
20231207,1100,14991477.873
20231207,1200,14916038.2035
20231207,1300,14303942.304
20231207,1400,14042080.2375
20231207,1500,13710520.701
20231207,1600,13747271.7375
20231207,1700,13387583.5545
20231207,1800,13479616.2105
20231207,1900,13093522.4625
20231207,2000,10189580.9235
20231207,2100,9744709.5165
20231207,2200,10520464.7835
20231207,2300,9786507.405
20231207,2400,7674729.1245
20231208,0100,8124799.0875
20231208,0200,7593777.2655
20231208,0300,7402778.667
20231208,0400,7167714.1995
20231208,0500,7131701.967
20231208,0600,7905118.8135
20231208,0700,8807719.5675
20231208,0800,10657504.479
20231208,0900,12744735.1125
20231208,1000,13643909.751
20231208,1100,14082464.4615
20231208,1200,13566253.9245
20231208,1300,13303702.59
20231208,1400,13049871.807
20231208,1500,12654852.588
20231208,1600,12548399.3385
20231208,1700,12562826.0685
20231208,1800,12748299.902999999
20231208,1900,12056295.2805
20231208,2000,11441314.089
20231208,2100,10709844.696
20231208,2200,10173399.7965
20231208,2300,9206982.6825
20231208,2400,8620134.903
20231209,0100,9051481.548
20231209,0200,8420658.738
20231209,0300,8250310.347
20231209,0400,7801640.994
20231209,0500,8129646.399
20231209,0600,8256840.561
20231209,0700,8837994.666
20231209,0800,9320041.008
20231209,0900,10352373.012
20231209,1000,11938586.283
20231209,1100,12045346.152
20231209,1200,12348140.307
20231209,1300,12116772.219
20231209,1400,12086253.588
20231209,1500,11740979.946
20231209,1600,11411671.542
20231209,1700,11776229.379
20231209,1800,11823415.158
20231209,1900,11826059.913
20231209,2000,11724971.454
20231209,2100,10538849.805
20231209,2200,11160041.001
20231209,2300,10081620.753
20231209,2400,9862392.132
20231210,0100,7513879.3155
20231210,0200,7161337.752
20231210,0300,6704671.4835
20231210,0400,6676473.3975
20231210,0500,6731788.4805
20231210,0600,6902821.098
20231210,0700,7386210.852
20231210,0800,7805011.836
20231210,0900,8338666.2885
20231210,1000,9193853.8275
20231210,1100,9547856.2875
20231210,1200,9709361.7795
20231210,1300,9590387.6595
20231210,1400,9639915.8355
20231210,1500,9379940.4255
20231210,1600,9460379.9565
20231210,1700,9598081.6005
20231210,1800,10089589.5885
20231210,1900,10094840.3985
20231210,2000,10135743.297
20231210,2100,9657253.1355
20231210,2200,9337415.2755
20231210,2300,8740468.0005
20231210,2400,8090424.666
20231211,0100,7722328.779
20231211,0200,6854278.764
20231211,0300,6888805.323
20231211,0400,6501331.752
20231211,0500,6757245.783
20231211,0600,7225024.6245
20231211,0700,8432158.992
20231211,0800,10028978.9745
20231211,0900,11804721.2865
20231211,1000,13291418.2785
20231211,1100,13684402.709999999
20231211,1200,13688666.19
20231211,1300,13875413.244
20231211,1400,13699198.212
20231211,1500,14023251.2055
20231211,1600,13388427.918
20231211,1700,13728899.9325
20231211,1800,13420799.613
20231211,1900,12665473.3305
20231211,2000,12196879.635
20231211,2100,11226785.655
20231211,2200,10333460.118
20231211,2300,9425657.748
20231211,2400,8684034.5145
20231212,0100,7933469.9535
20231212,0200,7344103.806
20231212,0300,7122462.51
20231212,0400,6870455.8665000005
20231212,0500,7185311.0445
20231212,0600,7548357.5955
20231212,0700,8930447.694
20231212,0800,10529329.317
20231212,0900,12659232.5835
20231212,1000,13922528.1795
20231212,1100,14477717.631
20231212,1200,14703540.75
20231212,1300,14250083.1555
20231212,1400,14089236.3975
20231212,1500,13631323.8555
20231212,1600,13367310.459
20231212,1700,13226289.303
20231212,1800,13570655.211
20231212,1900,12711535.89
20231212,2000,12180359.4105
20231212,2100,11283251.073
20231212,2200,10777420.644
20231212,2300,9586323.219
20231212,2400,8890576.0695
20231213,0100,8060081.958
20231213,0200,7445972.298
20231213,0300,7212001.9485
20231213,0400,7081335.693
20231213,0500,7150413.708
20231213,0600,7651567.5105
20231213,0700,8966294.2815
20231213,0800,10685010.021
20231213,0900,12832716.4395
20231213,1000,13865376.0465
20231213,1100,14446049.4765
20231213,1200,14336502.8415
20231213,1300,13837617.7935
20231213,1400,13792161.1965
20231213,1500,13324858.4715
20231213,1600,13132559.799
20231213,1700,13028318.133
20231213,1800,8552490.2025
20231213,1900,3912.021
20231214,0100,2616839.007
20231214,0200,2282652.292
20231214,0300,2316008.743
20231214,0400,2329051.516
20231214,0500,2271632.0915
20231214,0600,2526225.408
20231214,0700,2461612.0405
20231214,0800,3143468.304
20231214,0900,3673791.7855
20231214,1000,4086393.96
20231214,1100,4520399.498
20231214,1200,4798967.0365
20231214,1300,4776128.1815
20231214,1400,3722566.1535
20231214,1500,4707733.8175
20231214,1600,4557405.5475
20231214,1700,4515360.871
20231214,1800,4634220.4459999995
20231214,1900,4243017.634
20231214,2000,4059997.8505
20231214,2100,3811571.1625
20231214,2200,3588980.964
20231214,2300,3252849.856
20231214,2400,2943419.9505
20231215,0100,8746643.757
20231215,0200,7911249.055
20231215,0300,7555377.994
20231215,0400,7347113.446
20231215,0500,7607734.785
20231215,0600,8499405.953
20231215,0700,9251755.096
20231215,0800,11078813.215
20231215,0900,13439901.485
20231215,1000,14747122.621
20231215,1100,15556601.588
20231215,1200,15679864.143
20231215,1300,15366130.274
20231215,1400,15508356.031
20231215,1500,15084817.897
20231215,1600,14893210.188
20231215,1700,14689992.596
20231215,1800,14839286.505
20231215,1900,13506985.6
20231215,2000,12888224.451
20231215,2100,11966652.469
20231215,2200,11063290.752
20231215,2300,10592062.565
20231215,2400,9541352.561
20231216,0100,7751535.978
20231216,0200,7355260.823
20231216,0300,7186781.754
20231216,0400,6875206.792
20231216,0500,7045811.364
20231216,0600,7634577.171
20231216,0700,7882528.512
20231216,0800,8695202.691
20231216,0900,9633494.077
20231216,1000,10945241.139
20231216,1100,11770609.296
20231216,1200,11835024.838
20231216,1300,11910315.364
20231216,1400,11666190.066
20231216,1500,10869981.981
20231216,1600,11339667.403
20231216,1700,11693141.889
20231216,1800,11705963.374
20231216,1900,7887478.173
20231216,2000,9730394.047
20231216,2100,11181729.358000001
20231216,2200,10607055.379
20231216,2300,9838186.536
20231216,2400,9533279.622
20231217,0100,6035052.771
20231217,0200,3520793.228
20231217,0300,4892001.897
20231217,0400,5357384.568
20231217,0500,5642536.206
20231217,0600,5618588.599
20231217,0700,5840936.576
20231217,0800,6397908.955
20231217,0900,8342825.273
20231217,1000,7483987.733
20231217,1100,7940053.62
20231217,1200,8152431.839
20231217,1300,8243309.8950000005
20231217,1400,8295947.056
20231217,1500,8125981.047
20231217,1600,7890373.163
20231217,1700,8073996.834
20231217,1800,8432267.691
20231217,1900,8600084.112
20231217,2000,9739381.818
20231217,2100,8218314.016
20231217,2200,7651946.076
20231217,2300,7064334.531
20231217,2400,6639814.7
20231218,0100,3068542.7484999998
20231218,0200,2880086.342
20231218,0300,2805918.406
20231218,0400,2783774.9405
20231218,0500,2808120.796
20231218,0600,3044229.9345
20231218,0700,3598376.075
20231218,0800,4306260.9755
20231218,0900,5347436.8565
20231218,1000,6204271.8975
20231218,1100,6030558.528
20231218,1200,6647602.447
20231218,1300,6332774.4145
20231218,1400,6030115.2299999995
20231218,1500,6213088.6875
20231218,1600,6042592.3435
20231218,1700,5927530.389
20231218,1800,5839085.8985
20231218,1900,5397818.113
20231218,2000,4996591.397
20231218,2100,4602195.9725
20231218,2200,4210081.4505
20231218,2300,3780223.1245
20231218,2400,3391546.9675
20231219,0100,3163357.963
20231219,0200,3235876.421
